A-16483,NRRL,Absidia,ramosa,,,FALSE,1968-08-19,"NRRL isolate",,"Corn (sample f3982)",,,FALSE,FALSE,TRUE
A-16152,NRRL,Absidia,ramosa,,,FALSE,1968-04-24,"C.W. Hesseltine",B62,,,,FALSE,FALSE,TRUE
A-16153,NRRL,Absidia,spinosa,,,FALSE,1968-04-24,"C.W. Hesseltine",B63,"Seed, coconut",,,FALSE,FALSE,TRUE
A-18263,NRRL,Absidia,sp.,,,FALSE,1970-11-16,"NRRL isolate",,"Wheat (sample 5506)",,,FALSE,FALSE,TRUE
A-19476,NRRL,Absidia,ramosa,,,FALSE,1972-03-22,"G.F. Orr, Dugway, Utah","Mre 2a",,,,FALSE,FALSE,TRUE
A-16155,NRRL,Absidia,coerulea,,,FALSE,1968-04-24,"C.W. Hesseltine",B66,Soil,,,FALSE,FALSE,TRUE
A-10153,NRRL,Absidia,hyalospora,,,FALSE,1960-09-13,"A.K. Smith, NRRL isolate","Aks 56d",Food,,,FALSE,FALSE,TRUE
A-17240,NRRL,Absidia,cylindrospora,,,FALSE,1969-05-29,"WM.B. Cooke, Federal Water Pollution Control Administration",S-1-10,Soil,"Near Houston, Texas",USA,FALSE,FALSE,TRUE
A-18377,NRRL,Absidia,sp.,,,FALSE,1971-02-05,"NRRL isolate",,"Wheat (sample f5008)",,,FALSE,FALSE,TRUE
A-17243,NRRL,Absidia,corymbifera,,,FALSE,1969-06-06,"M. Silva-Hutner, Columbia University, New York, New York",,"Clinical isolate from wound debris (Human)",,,FALSE,FALSE,TRUE
A-18381,NRRL,Absidia,sp.,,,FALSE,1971-02-05,"NRRL isolate",,"Wheat (sample f5527)",,,FALSE,FALSE,TRUE
A-18387,NRRL,Absidia,sp.,,,FALSE,1971-02-05,"NRRL isolate",,"Wheat (sample f5011)",,,FALSE,FALSE,TRUE
6379,NRRL,Absidia,griseola,,,FALSE,1978-01-31,"American Type Culture Collection, Rockville, MD","Absidia griseola = atcc 20430","Food, koji",,,FALSE,FALSE,TRUE
A-18936,NRRL,Absidia,sp.,,,FALSE,1971-08-31,"O.L. Shotwell, NRRL isolate",,"Wheat (sample f5611)",,,FALSE,FALSE,TRUE
A-18393,NRRL,Absidia,sp.,,,FALSE,1971-02-05,"NRRL isolate",,"Wheat (sample f5518)",,,FALSE,FALSE,TRUE
A-16191,NRRL,Absidia,ramosa,,,FALSE,1968-05-06,"NRRL isolate",,"Corn (sample f3914a)",,,FALSE,FALSE,TRUE
A-16192,NRRL,Absidia,ramosa,,,FALSE,1968-05-06,"NRRL isolate",,"Corn (sample f3914a)",,,FALSE,FALSE,TRUE
A-16197,NRRL,Absidia,ramosa,,,FALSE,1968-05-06,"NRRL isolate",,"Corn (sample f3914a)",,,FALSE,FALSE,TRUE
A-25726,NRRL,Absidia,ramosa,,,FALSE,1980-12-17,"I. Weitzman, Department of Health, New York, New York","Abisdia corymbifera = 869","Clinical isolate",,,FALSE,FALSE,TRUE
A-18497,NRRL,Absidia,sp.,,,FALSE,1971-03-16,"NRRL isolate",,"Wheat (sample f6032)",,,FALSE,FALSE,TRUE
A-5038,NRRL,Absidia,corymbifera,,,FALSE,1953-04-01,"WM.B. Cooke, Environmental Health Center, Cincinnati, Ohio","Ehc 1267","Air dried digested sewage sludge","Dayton, Ohio",USA,FALSE,FALSE,TRUE
A-17408,NRRL,Absidia,sp.,,,FALSE,1969-09-09,"NRRL isolate",,"Corn (sample f4347b)",,,FALSE,FALSE,TRUE
A-18578,NRRL,Absidia,sp.,,,FALSE,1971-03-26,"NRRL isolate",,"Corn (sample cf-1-3)",,,FALSE,FALSE,TRUE
A-9975,NRRL,Absidia,corymbifera,,,FALSE,1960-07-12,"WM. B. Cooke, Public Health Service, Cincinnati, Ohio","Lc 3-1",Plastic,"Bottom of plastic lagoon",,FALSE,FALSE,TRUE
A-5041,NRRL,Absidia,cylindrospora,,,FALSE,1953-04-01,"WM.B. Cooke, Environmental Health Center, Cincinnati, Ohio","Ehc 1520","Sewage sludge","Dayton, Ohio",USA,FALSE,FALSE,TRUE
A-18593,NRRL,Absidia,sp.,,,FALSE,1971-03-26,"NRRL isolate",,"Wheat (sample f5514)",,,FALSE,FALSE,TRUE
A-5042,NRRL,Absidia,corymbifera,,,FALSE,1953-04-01,"WM.B. Cooke, Environmental Health Center, Cincinnati, Ohio","Ehc 1797","Heat dried powdered sewage sludge","Dayton, Ohio",USA,FALSE,FALSE,TRUE
A-18598,NRRL,Absidia,sp.,,,FALSE,1971-03-26,"NRRL isolate",,"Corn (sample cf-1-4)",,,FALSE,FALSE,TRUE
A-18677,NRRL,Absidia,sp.,,,FALSE,1971-04-26,"NRRL isolate",,"Wheat (sample f6061)",,,FALSE,FALSE,TRUE
A-7687,NRRL,Absidia,corymbifera,,,FALSE,1958-04-01,"American Type Culture Collection, Rockville, MD","Tieghemella italiani = atcc 8994",,,,FALSE,FALSE,TRUE
A-5043,NRRL,Absidia,corymbifera,,,FALSE,1953-04-01,"WM.B. Cooke, Environmental Health Center, Cincinnati, Ohio","Ehc 2011","Heat dried powdered sewage sludge","Dayton, Ohio",USA,FALSE,FALSE,TRUE
A-6453,NRRL,Absidia,glauca,,,FALSE,1956-01-01,"WM.B. Cooke, Public Health Service, Cincinnati, Ohio",30164,Fungus,,,FALSE,FALSE,TRUE
A-7504,NRRL,Absidia,butleri,,,FALSE,1957-11-01,"C.S. Hodges, University of Georgia, Athens, Georgia",6,,,,FALSE,FALSE,TRUE
A-5045,NRRL,Absidia,corymbifera,,,FALSE,1953-04-01,"WM.B. Cooke, Environmental Health Center, Cincinnati, Ohio","Ehc 1262","Digested sewage sludge","Dayton, Ohio",USA,FALSE,FALSE,TRUE
A-7505,NRRL,Absidia,butleri,,,FALSE,1957-11-01,"C.S. Hodges, University of Georgia, Athens, Georgia",7,,,,FALSE,FALSE,TRUE
A-18681,NRRL,Absidia,sp.,,,FALSE,1971-04-26,"NRRL isolate",,"Wheat (sample f6077)",,,FALSE,FALSE,TRUE
A-9190,NRRL,Absidia,coerulea,,,FALSE,1959-03-01,"NRRL isolate",,Soil,,Mexico,FALSE,FALSE,TRUE
A-23386,NRRL,Absidia,glauca,,,FALSE,1977-03-17,"NRRL isolate",,"Soil (sample cs 4)",,Canada,FALSE,FALSE,TRUE
A-17777,NRRL,Absidia,sp.,,,FALSE,1970-01-26,"NRRL isolate",,"Corn (sample f4361a)",,,FALSE,FALSE,TRUE
A-5954,NRRL,Absidia,coerulea,,,FALSE,1955-03-01,"American Type Culture Collection, Rockville, MD","Phycomyces blakesleeanus var piloboloides? = atcc 6811",,,,FALSE,FALSE,TRUE
A-18716,NRRL,Absidia,sp.,,,FALSE,1971-05-17,"NRRL isolate",,"Corn (sample 9481-70-f 6c)",,,FALSE,FALSE,TRUE
A-18719,NRRL,Absidia,sp.,,,FALSE,1971-05-17,"NRRL isolate",,"Corn (sample 9481-70-g 7c)",,,FALSE,FALSE,TRUE
A-18770,NRRL,Absidia,sp.,,,FALSE,1971-06-10,"NRRL isolate",,"Corn (sample cg 1-6)",,,FALSE,FALSE,TRUE
A-23397,NRRL,Absidia,coerulea,,,FALSE,1977-03-17,"NRRL isolate",,"Soil (sample cs 11)",,Canada,FALSE,FALSE,TRUE
A-18777,NRRL,Absidia,sp.,,,FALSE,1971-06-10,"NRRL isolate",,"Corn (sample cg 1-6)",,,FALSE,FALSE,TRUE
A-18836,NRRL,Absidia,sp.,,,FALSE,1971-08-04,"NRRL isolate",,"Wheat (sample f5600)",,,FALSE,FALSE,TRUE
A-18839,NRRL,Absidia,sp.,,,FALSE,1971-08-04,"NRRL isolate",,"Wheat (sample f5573)",,,FALSE,FALSE,TRUE
A-18844,NRRL,Absidia,sp.,,,FALSE,1971-08-04,"NRRL isolate",,"Wheat (sample f5569)",,,FALSE,FALSE,TRUE
A-18846,NRRL,Absidia,sp.,,,FALSE,1971-08-04,"NRRL isolate",,"Wheat (sample f5546)",,,FALSE,FALSE,TRUE
A-11047,NRRL,Absidia,corymbifera,,,FALSE,1961-06-08,"Jena Truckenbrodt, Germany","Absidia coerulea",,,,FALSE,FALSE,TRUE
